Sending,Receiving,Type,Number,IndexSending,IndexReceiving
AVAL,LUAL,EJ,1,72,283
PLML,LUAL,EJ,1,296,283
PVR,LUAL,EJ,1,293,283
PLMR,LUAR,EJ,1,297,284
PVR,LUAR,EJ,1,293,284
IL1DL,OLLL,EJ,1,22,28
OLLR,OLLL,EJ,2,35,28
RIGL,OLLL,EJ,1,181,28
IL1DR,OLLR,EJ,1,31,35
OLLL,OLLR,EJ,2,28,35
RIGR,OLLR,EJ,1,178,35
CEPDL,OLQDL,EJ,1,59,36
RIBL,OLQDL,EJ,2,121,36
RIGL,OLQDL,EJ,1,181,36
RMDVL,OLQDL,EJ,1,61,36
URBL,OLQDL,EJ,1,39,36
CEPDR,OLQDR,EJ,2,75,43
RIBR,OLQDR,EJ,2,122,43
RIGR,OLQDR,EJ,1,178,43
RIH,OLQDR,EJ,1,99,43
RMDVR,OLQDR,EJ,1,62,43
URBR,OLQDR,EJ,1,49,43
ADLL,OLQVL,EJ,1,68,44
CEPVL,OLQVL,EJ,1,52,44
RIBL,OLQVL,EJ,1,121,44
RIGL,OLQVL,EJ,1,181,44
RMDDL,OLQVL,EJ,1,101,44
URBL,OLQVL,EJ,1,39,44
CEPVR,OLQVR,EJ,1,60,54
RIBR,OLQVR,EJ,1,122,54
RIGR,OLQVR,EJ,1,178,54
RMDDR,OLQVR,EJ,1,126,54
URBR,OLQVR,EJ,1,49,54
DA09,PDA,EJ,1,269,278
AS11,PDB,EJ,2,264,271
RID,PDB,EJ,2,55,271
PDER,PDEL,EJ,3,245,244
PVCR,PDEL,EJ,1,291,244
PVM,PDEL,EJ,1,251,244
PDEL,PDER,EJ,3,244,245
PVM,PDER,EJ,1,251,245
VA08,PDER,EJ,1,238,245
VD09,PDER,EJ,1,247,245
PHAR,PHAL,EJ,2,285,279
PHAL,PHAR,EJ,2,279,285
PVPL,PHAR,EJ,3,272,285
PHBR,PHBL,EJ,3,287,286
AVHL,PHBR,EJ,1,117,287
PHBL,PHBR,EJ,3,286,287
DA09,PHCL,EJ,1,269,294
PHCR,PHCL,EJ,1,295,294
PLML,PHCL,EJ,1,296,294
VA12,PHCL,EJ,1,273,294
PHCL,PHCR,EJ,1,294,295
PVCR,PHCR,EJ,1,291,295
VA12,PHCR,EJ,1,273,295
LUAL,PLML,EJ,1,283,296
PHCL,PLML,EJ,1,294,296
PVCL,PLML,EJ,1,290,296
LUAR,PLMR,EJ,1,284,297
PVCR,PLMR,EJ,1,291,297
PVR,PLMR,EJ,2,293,297
PVPL,PQR,EJ,4,272,289
AVAL,PVCL,EJ,2,72,290
AVJL,PVCL,EJ,1,119,290
AVJR,PVCL,EJ,1,120,290
DVA,PVCL,EJ,1,275,290
PLML,PVCL,EJ,1,296,290
PVCR,PVCL,EJ,5,291,290
VB09,PVCL,EJ,2,239,290
VB10,PVCL,EJ,1,253,290
AVAL,PVCR,EJ,5,72,291
AVAR,PVCR,EJ,3,73,291
AVJL,PVCR,EJ,3,119,291
PDEL,PVCR,EJ,1,244,291
PHCR,PVCR,EJ,1,295,291
PLMR,PVCR,EJ,1,297,291
PVCL,PVCR,EJ,5,290,291
PVWL,PVCR,EJ,2,301,291
PVWR,PVCR,EJ,1,302,291
VA08,PVCR,EJ,2,238,291
VA09,PVCR,EJ,1,252,291
AVL,PVM,EJ,1,142,251
PDEL,PVM,EJ,1,244,251
PDER,PVM,EJ,1,245,251
AVBR,PVNL,EJ,2,116,299
PVQR,PVNL,EJ,1,280,299
HSNR,PVNR,EJ,1,230,300
AQR,PVPL,EJ,7,172,272
AVAL,PVPL,EJ,1,72,272
AVKL,PVPL,EJ,1,163,272
AVKR,PVPL,EJ,6,158,272
DVC,PVPL,EJ,2,277,272
PHAR,PVPL,EJ,3,285,272
PQR,PVPL,EJ,4,289,272
PVPR,PVPL,EJ,1,265,272
PVT,PVPL,EJ,1,266,272
VD03,PVPL,EJ,1,198,272
VD13,PVPL,EJ,2,274,272
AQR,PVPR,EJ,9,172,265
AVKL,PVPR,EJ,1,163,265
DVC,PVPR,EJ,13,277,265
PVPL,PVPR,EJ,1,272,265
VD04,PVPR,EJ,1,204,265
VD05,PVPR,EJ,1,211,265
ADAL,PVQL,EJ,1,168,292
ASKL,PVQL,EJ,5,70,292
PVQR,PVQL,EJ,2,280,292
ADAR,PVQR,EJ,1,169,280
ASKR,PVQR,EJ,4,71,280
AVFL,PVQR,EJ,1,161,280
PVNL,PVQR,EJ,1,299,280
PVQL,PVQR,EJ,2,292,280
ALML,PVR,EJ,1,217,293
DVA,PVR,EJ,2,275,293
LUAL,PVR,EJ,1,283,293
LUAR,PVR,EJ,1,284,293
PLMR,PVR,EJ,2,297,293
AIBL,PVT,EJ,1,86,266
AIBR,PVT,EJ,1,110,266
AVKL,PVT,EJ,2,163,266
PVPL,PVT,EJ,1,272,266
RIBL,PVT,EJ,1,121,266
RIBR,PVT,EJ,1,122,266
PVCR,PVWL,EJ,2,291,301
PVCR,PVWR,EJ,1,291,302
AVBL,RIBL,EJ,1,115,121
AVBR,RIBL,EJ,1,116,121
OLQDL,RIBL,EJ,2,36,121
OLQVL,RIBL,EJ,1,44,121
PVT,RIBL,EJ,1,266,121
RIBL,RIBL,EJ,1,121,121
RIBR,RIBL,EJ,3,122,121
RIGL,RIBL,EJ,1,181,121
SIADL,RIBL,EJ,1,130,121
SIAVL,RIBL,EJ,1,151,121
SIBDL,RIBL,EJ,1,105,121
SIBVL,RIBL,EJ,1,107,121
SIBVR,RIBL,EJ,1,131,121
SMBDL,RIBL,EJ,1,132,121
SMDDL,RIBL,EJ,1,108,121
SMDVR,RIBL,EJ,2,81,121
AVBL,RIBR,EJ,1,115,122
AVBR,RIBR,EJ,1,116,122
OLQDR,RIBR,EJ,2,43,122
OLQVR,RIBR,EJ,1,54,122
PVT,RIBR,EJ,1,266,122
RIBL,RIBR,EJ,3,121,122
RIBR,RIBR,EJ,1,122,122
RIGR,RIBR,EJ,1,178,122
SIADR,RIBR,EJ,1,145,122
SIAVR,RIBR,EJ,1,152,122
SIBDR,RIBR,EJ,1,106,122
SIBVR,RIBR,EJ,1,131,122
SMBDR,RIBR,EJ,1,153,122
SMDDL,RIBR,EJ,1,108,122
SMDDR,RIBR,EJ,1,133,122
SMDVL,RIBR,EJ,2,65,122
ASHL,RICL,EJ,2,89,143
AVKL,RICL,EJ,1,163,143
AVKR,RICL,EJ,1,158,143
AWBR,RICL,EJ,1,96,143
ASHR,RICR,EJ,2,90,150
AVKL,RICR,EJ,1,163,150
ALA,RID,EJ,1,58,55
AVBL,RID,EJ,1,115,55
AVBR,RID,EJ,2,116,55
DA09,RID,EJ,1,269,55
DB01,RID,EJ,1,184,55
PDB,RID,EJ,2,271,55
AVG,RIFL,EJ,1,176,177
VD01,RIFL,EJ,1,188,177
AVG,RIFR,EJ,1,176,174
AIBR,RIGL,EJ,3,110,181
AQR,RIGL,EJ,2,172,181
AVKL,RIGL,EJ,1,163,181
BAGR,RIGL,EJ,1,51,181
OLLL,RIGL,EJ,1,28,181
OLQDL,RIGL,EJ,1,36,181
OLQVL,RIGL,EJ,1,44,181
RIBL,RIGL,EJ,1,121,181
RIGR,RIGL,EJ,3,178,181
RMEL,RIGL,EJ,1,47,181
URYDL,RIGL,EJ,1,30,181
URYVL,RIGL,EJ,1,41,181
VB02,RIGL,EJ,1,160,181
VD01,RIGL,EJ,2,188,181
AIBL,RIGR,EJ,3,86,178
AQR,RIGR,EJ,1,172,178
AVKR,RIGR,EJ,1,158,178
BAGL,RIGR,EJ,1,42,178
OLLR,RIGR,EJ,1,35,178
OLQDR,RIGR,EJ,1,43,178
OLQVR,RIGR,EJ,1,54,178
RIBR,RIGR,EJ,1,122,178
RIGL,RIGR,EJ,3,181,178
URYDR,RIGR,EJ,1,40,178
URYVR,RIGR,EJ,1,50,178
CEPDL,RIH,EJ,1,59,99
CEPDR,RIH,EJ,1,75,99
CEPVL,RIH,EJ,1,52,99
CEPVR,RIH,EJ,1,60,99
FLPL,RIH,EJ,1,164,99
OLQDR,RIH,EJ,1,43,99
AIBR,RIML,EJ,1,110,123
AIYL,RIML,EJ,1,157,123
AVAR,RIML,EJ,2,73,123
AVEL,RIML,EJ,2,74,123
AVER,RIML,EJ,3,92,123
RIS,RIML,EJ,1,159,123
AIBL,RIMR,EJ,1,86,144
AIYR,RIMR,EJ,1,154,144
AVAL,RIMR,EJ,3,72,144
AVAR,RIMR,EJ,1,73,144
AVEL,RIMR,EJ,3,74,144
AVER,RIMR,EJ,2,92,144
RIS,RIMR,EJ,1,159,144
RMED,RIPL,EJ,1,46,37
RMED,RIPR,EJ,1,46,45
BAGL,RIR,EJ,1,42,124
BAGR,RIR,EJ,1,51,124
AIBR,RIS,EJ,1,110,159
AVJL,RIS,EJ,1,119,159
DB01,RIS,EJ,1,184,159
RIML,RIS,EJ,1,123,159
RIMR,RIS,EJ,1,144,159
SMDDL,RIS,EJ,1,108,159
SMDDR,RIS,EJ,1,133,159
SMDVL,RIS,EJ,1,65,159
AIBL,RIVL,EJ,1,86,100
RIVR,RIVL,EJ,2,125,100
SDQR,RIVL,EJ,2,199,100
SMDVL,RIVL,EJ,1,65,100
AIBR,RIVR,EJ,1,110,125
RIVL,RIVR,EJ,2,100,125
SDQR,RIVR,EJ,2,199,125
SMDVR,RIVR,EJ,2,81,125
OLQVL,RMDDL,EJ,1,44,101
RMDL,RMDDL,EJ,1,78,101
RMDVL,RMDDL,EJ,1,61,101
SMDDL,RMDDL,EJ,1,108,101
OLQVR,RMDDR,EJ,1,54,126
RMDVR,RMDDR,EJ,1,62,126
SAADR,RMDDR,EJ,1,104,126
SMDDR,RMDDR,EJ,1,133,126
RMDDL,RMDL,EJ,1,101,78
RMDVL,RMDL,EJ,1,61,78
RMDVR,RMDR,EJ,1,62,79
AVER,RMDVL,EJ,1,92,61
OLQDL,RMDVL,EJ,1,36,61
RMDDL,RMDVL,EJ,1,101,61
RMDL,RMDVL,EJ,1,78,61
RMDVR,RMDVL,EJ,1,62,61
SAAVL,RMDVL,EJ,1,64,61
SMDVL,RMDVL,EJ,1,65,61
AVEL,RMDVR,EJ,1,74,62
AVER,RMDVR,EJ,1,92,62
OLQDR,RMDVR,EJ,1,43,62
RMDDR,RMDVR,EJ,1,126,62
RMDR,RMDVR,EJ,1,79,62
RMDVL,RMDVR,EJ,1,61,62
SAAVR,RMDVR,EJ,1,80,62
SMDVR,RMDVR,EJ,1,81,62
IL1VL,RMED,EJ,1,24,46
RIPL,RMED,EJ,1,37,46
RIPR,RMED,EJ,1,45,46
RMEV,RMED,EJ,2,63,46
RIGL,RMEL,EJ,1,181,47
RMEV,RMEL,EJ,1,63,47
RMEV,RMER,EJ,1,63,56
AVEL,RMEV,EJ,1,74,63
AVER,RMEV,EJ,1,92,63
IL1DL,RMEV,EJ,1,22,63
IL1DR,RMEV,EJ,1,31,63
RMED,RMEV,EJ,2,46,63
RMEL,RMEV,EJ,1,47,63
RMER,RMEV,EJ,1,56,63
URBR,RMFL,EJ,1,49,127
ADLL,RMGL,EJ,1,68,179
ASHL,RMGL,EJ,1,89,179
ASKL,RMGL,EJ,1,70,179
AWBL,RMGL,EJ,1,95,179
IL2L,RMGL,EJ,1,26,179
RMHL,RMGL,EJ,3,102,179
URXL,RMGL,EJ,1,66,179
ASHR,RMGR,EJ,1,90,180
ASKR,RMGR,EJ,1,71,180
AWBR,RMGR,EJ,1,96,180
IL2R,RMGR,EJ,1,33,180
RMHR,RMGR,EJ,1,129,180
URXR,RMGR,EJ,1,82,180
RMGL,RMHL,EJ,3,179,102
SIBVR,RMHL,EJ,1,131,102
RMGR,RMHR,EJ,1,180,129
SMBDL,SAADL,EJ,1,132,103
RMDDR,SAADR,EJ,1,126,104
RMDVL,SAAVL,EJ,1,61,64
SMBVR,SAAVL,EJ,3,147,64
RMDVR,SAAVR,EJ,1,62,80
SMBVL,SAAVR,EJ,2,146,80
AVAL,SABD,EJ,4,72,182
VA02,SABD,EJ,3,190,182
VA03,SABD,EJ,2,197,182
VA04,SABD,EJ,1,206,182
AVAR,SABVL,EJ,3,73,166
DA01,SABVL,EJ,2,187,166
DA02,SABVL,EJ,1,193,166
AVAL,SABVR,EJ,1,72,167
AVAR,SABVR,EJ,1,73,167
DA01,SABVR,EJ,3,187,167
SDQR,SDQL,EJ,1,199,246
AVAL,SDQR,EJ,1,72,199
AVBL,SDQR,EJ,1,115,199
RIVL,SDQR,EJ,2,100,199
RIVR,SDQR,EJ,2,125,199
SDQL,SDQR,EJ,1,246,199
SIBVL,SDQR,EJ,1,107,199
RIBL,SIADL,EJ,1,121,130
RIBR,SIADR,EJ,1,122,145
RIBL,SIAVL,EJ,1,121,151
RIBR,SIAVR,EJ,1,122,152
RIBL,SIBDL,EJ,1,121,105
SIBVL,SIBDL,EJ,1,107,105
AIML,SIBDR,EJ,1,155,106
RIBR,SIBDR,EJ,1,122,106
SIBVR,SIBDR,EJ,1,131,106
AVBL,SIBVL,EJ,1,115,107
AVBR,SIBVL,EJ,1,116,107
RIBL,SIBVL,EJ,1,121,107
SDQR,SIBVL,EJ,1,199,107
SIBDL,SIBVL,EJ,1,105,107
RIBL,SIBVR,EJ,1,121,131
RIBR,SIBVR,EJ,1,122,131
RMHL,SIBVR,EJ,1,102,131
SIBDR,SIBVR,EJ,1,106,131
AVKL,SMBDL,EJ,1,163,132
AVKR,SMBDL,EJ,1,158,132
RIBL,SMBDL,EJ,1,121,132
SAADL,SMBDL,EJ,1,103,132
ALNL,SMBDR,EJ,1,281,153
AVKL,SMBDR,EJ,1,163,153
AVKR,SMBDR,EJ,2,158,153
RIBR,SMBDR,EJ,1,122,153
SAAVR,SMBVL,EJ,2,80,146
AVKL,SMBVR,EJ,1,163,147
AVKR,SMBVR,EJ,1,158,147
SAAVL,SMBVR,EJ,3,64,147
RIBL,SMDDL,EJ,1,121,108
RIBR,SMDDL,EJ,1,122,108
RIS,SMDDL,EJ,1,159,108
RMDDL,SMDDL,EJ,1,101,108
RIBR,SMDDR,EJ,1,122,133
RIS,SMDDR,EJ,1,159,133
RMDDR,SMDDR,EJ,1,126,133
VD01,SMDDR,EJ,1,188,133
RIBR,SMDVL,EJ,2,122,65
RIS,SMDVL,EJ,1,159,65
RIVL,SMDVL,EJ,1,100,65
RMDVL,SMDVL,EJ,1,61,65
SMDVR,SMDVL,EJ,1,81,65
RIBL,SMDVR,EJ,2,121,81
RIVR,SMDVR,EJ,2,125,81
RMDVR,SMDVR,EJ,1,62,81
SMDVL,SMDVR,EJ,1,65,81
VB01,SMDVR,EJ,1,175,81
OLQDL,URBL,EJ,1,36,39
OLQVL,URBL,EJ,1,44,39
OLQDR,URBR,EJ,1,43,49
OLQVR,URBR,EJ,1,54,49
RMFL,URBR,EJ,1,127,49
RMGL,URXL,EJ,1,179,66
IL2R,URXR,EJ,1,33,82
RMGR,URXR,EJ,1,180,82
AVAL,URYDL,EJ,1,72,30
RIGL,URYDL,EJ,1,181,30
AVAR,URYDR,EJ,1,73,40
RIGR,URYDR,EJ,1,178,40
AVAR,URYVL,EJ,1,73,41
RIGL,URYVL,EJ,1,181,41
AVAL,URYVR,EJ,1,72,50
RIGR,URYVR,EJ,1,178,50
AVAL,VA01,EJ,3,72,183
DA02,VA01,EJ,2,193,183
AVAL,VA02,EJ,4,72,190
SABD,VA02,EJ,3,182,190
VD01,VA02,EJ,1,188,190
VD02,VA02,EJ,3,189,190
AS01,VA03,EJ,1,186,197
AVAL,VA03,EJ,1,72,197
AVAR,VA03,EJ,2,73,197
SABD,VA03,EJ,2,182,197
AS02,VA04,EJ,2,192,206
AVAL,VA04,EJ,1,72,206
AVAR,VA04,EJ,3,73,206
DA05,VA04,EJ,1,228,206
SABD,VA04,EJ,1,182,206
AS03,VA05,EJ,2,203,212
AVAL,VA05,EJ,5,72,212
AVAR,VA05,EJ,3,73,212
DA05,VA05,EJ,2,228,212
AVAL,VA06,EJ,6,72,222
AVAR,VA06,EJ,2,73,222
AS05,VA07,EJ,1,220,231
AVAL,VA07,EJ,2,72,231
AVAR,VA07,EJ,4,73,231
VB03,VA07,EJ,1,191,231
AS06,VA08,EJ,1,224,238
AVAL,VA08,EJ,10,72,238
AVAR,VA08,EJ,4,73,238
AVBR,VA08,EJ,1,116,238
PDER,VA08,EJ,1,245,238
PVCR,VA08,EJ,2,291,238
VA08,VA08,EJ,1,238,238
VB08,VA08,EJ,3,234,238
VB09,VA08,EJ,3,239,238
VD08,VA08,EJ,1,237,238
AVAL,VA09,EJ,1,72,252
AVBR,VA09,EJ,1,116,252
DVB,VA09,EJ,1,276,252
DVC,VA09,EJ,1,277,252
PVCR,VA09,EJ,1,291,252
VB08,VA09,EJ,1,234,252
VB09,VA09,EJ,4,239,252
VD07,VA09,EJ,1,226,252
AVAL,VA10,EJ,1,72,257
AVAR,VA10,EJ,1,73,257
AVAL,VA11,EJ,1,72,263
AVAR,VA11,EJ,7,73,263
AVAR,VA12,EJ,1,73,273
PHCL,VA12,EJ,1,294,273
PHCR,VA12,EJ,1,295,273
VB11,VA12,EJ,1,259,273
AVBL,VB01,EJ,1,115,175
AVKL,VB01,EJ,4,163,175
DB02,VB01,EJ,2,173,175
SMDVR,VB01,EJ,1,81,175
VB02,VB01,EJ,4,160,175
AVBL,VB02,EJ,3,115,160
AVBR,VB02,EJ,1,116,160
DB04,VB02,EJ,1,209,160
RIGL,VB02,EJ,1,181,160
VB01,VB02,EJ,4,175,160
VB03,VB02,EJ,1,191,160
VB05,VB02,EJ,1,207,160
VB07,VB02,EJ,2,223,160
AVBR,VB03,EJ,1,116,191
DB01,VB03,EJ,1,184,191
VA07,VB03,EJ,1,231,191
VB02,VB03,EJ,1,160,191
AVBL,VB04,EJ,1,115,200
AVBR,VB04,EJ,1,116,200
DB01,VB04,EJ,1,184,200
DB04,VB04,EJ,1,209,200
VB05,VB04,EJ,1,207,200
AVBL,VB05,EJ,1,115,207
VB02,VB05,EJ,1,160,207
VB04,VB05,EJ,1,200,207
VB06,VB05,EJ,1,216,207
AVBL,VB06,EJ,1,115,216
AVBR,VB06,EJ,2,116,216
DA04,VB06,EJ,1,214,216
VB05,VB06,EJ,1,207,216
AVBL,VB07,EJ,2,115,223
AVBR,VB07,EJ,2,116,223
VB02,VB07,EJ,2,160,223
AVBL,VB08,EJ,7,115,234
AVBR,VB08,EJ,3,116,234
VA08,VB08,EJ,3,238,234
VA09,VB08,EJ,1,252,234
VB09,VB08,EJ,3,239,234
AVAL,VB09,EJ,5,72,239
AVAR,VB09,EJ,4,73,239
AVBL,VB09,EJ,1,115,239
AVBR,VB09,EJ,6,116,239
DVB,VB09,EJ,1,276,239
PVCL,VB09,EJ,2,290,239
VA08,VB09,EJ,3,238,239
VA09,VB09,EJ,4,252,239
VB08,VB09,EJ,3,234,239
AVBL,VB10,EJ,2,115,253
AVBR,VB10,EJ,1,116,253
AVKL,VB10,EJ,1,163,253
PVCL,VB10,EJ,1,290,253
AVBL,VB11,EJ,2,115,259
AVBR,VB11,EJ,1,116,259
VA12,VB11,EJ,1,273,259
VC02,VC01,EJ,6,208,201
VC03,VC01,EJ,2,219,201
VD01,VC01,EJ,1,188,201
VC01,VC02,EJ,6,201,208
VC03,VC02,EJ,2,219,208
DD04,VC03,EJ,1,236,219
VC01,VC03,EJ,2,201,219
VC02,VC03,EJ,2,208,219
VC04,VC03,EJ,1,227,219
VC05,VC03,EJ,2,232,219
AVFR,VC04,EJ,1,162,227
VC03,VC04,EJ,1,219,227
VC05,VC04,EJ,1,232,227
VC03,VC05,EJ,2,219,232
VC04,VC05,EJ,1,227,232
DD01,VD01,EJ,4,185,188
DVC,VD01,EJ,5,277,188
RIFL,VD01,EJ,1,177,188
RIGL,VD01,EJ,2,181,188
SMDDR,VD01,EJ,1,133,188
VA02,VD01,EJ,1,190,188
VC01,VD01,EJ,1,201,188
VD02,VD01,EJ,7,189,188
AS01,VD02,EJ,1,186,189
DD01,VD02,EJ,2,185,189
VA02,VD02,EJ,3,190,189
VD01,VD02,EJ,7,188,189
VD03,VD02,EJ,2,198,189
PVPL,VD03,EJ,1,272,198
VD02,VD03,EJ,2,189,198
VD04,VD03,EJ,1,204,198
DD02,VD04,EJ,2,202,204
PVPR,VD04,EJ,1,265,204
VD03,VD04,EJ,1,198,204
VD05,VD04,EJ,1,211,204
PVPR,VD05,EJ,1,265,211
VD04,VD05,EJ,1,204,211
VD06,VD05,EJ,2,221,211
VD05,VD06,EJ,2,211,221
VD07,VD06,EJ,1,226,221
VA09,VD07,EJ,1,252,226
VD06,VD07,EJ,1,221,226
DD04,VD08,EJ,1,236,237
VA08,VD08,EJ,1,238,237
PDER,VD09,EJ,1,245,247
VD10,VD09,EJ,5,256,247
AVBR,VD10,EJ,1,116,256
DD05,VD10,EJ,1,255,256
DVC,VD10,EJ,4,277,256
VD09,VD10,EJ,5,247,256
PVPL,VD13,EJ,2,272,274
